"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Westminster","California",92683,"West","Technology","Accessories","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Technology","Accessories","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",140.97
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Westminster","California",92683,"West","Technology","Phones","GE 30524EE4","Technology","Phones","GE 30524EE4",470.376
2018-03-30,2018-03-30,"Same Day","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Art","Manco Dry-Lighter Erasable Highlighter","Office Supplies","Art","Manco Dry-Lighter Erasable Highlighter",6.08
2018-03-30,2018-03-30,"Same Day","Consumer","United States","Los Angeles","California",90036,"West","Technology","Phones","AT&T CL83451 4-Handset Telephone","Technology","Phones","AT&T CL83451 4-Handset Telephone",164.792
2017-01-31,2017-02-04,"Second Class","Corporate","United States","Atlantic City","New Jersey",8401,"East","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",23.36
2018-06-08,2018-06-13,"Standard Class","Consumer","United States","Skokie","Illinois",60076,"Central","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176
2015-11-02,2015-11-06,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Technology","Phones","AT&T CL82213","Technology","Phones","AT&T CL82213",46.384
2015-11-02,2015-11-06,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart",362.92
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Paper","Xerox 1950","Office Supplies","Paper","Xerox 1950",9.248
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",1889.946
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black",62.04
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Storage","SAFCO Mobile Desk Side File, Wire Frame","Office Supplies","Storage","SAFCO Mobile Desk Side File, Wire Frame",239.456
2018-07-14,2018-07-18,"Standard Class","Consumer","United States","Columbus","Ohio",43229,"East","Office Supplies","Art","Crayola Colored Pencils","Office Supplies","Art","Crayola Colored Pencils",13.12
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""",29.36
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Appliances","Belkin F9M820V08 8 Outlet Surge","Office Supplies","Appliances","Belkin F9M820V08 8 Outlet Surge",214.9
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels",15.92
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Technology","Accessories","Logitech ClearChat Comfort/USB Headset H390","Technology","Accessories","Logitech ClearChat Comfort/USB Headset H390",146.45
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Storage","Eldon Gobal File Keepers","Office Supplies","Storage","Eldon Gobal File Keepers",15.14
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Labels","Avery 492","Office Supplies","Labels","Avery 492",5.76
2018-12-09,2018-12-12,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Technology","Copiers","Canon Imageclass D680 Copier / Fax","Technology","Copiers","Canon Imageclass D680 Copier / Fax",1399.98
2017-09-05,2017-09-11,"Standard Class","Consumer","United States","Lancaster","Ohio",43130,"East","Office Supplies","Binders","Recycled Easel Ring Binders","Office Supplies","Binders","Recycled Easel Ring Binders",8.952
2017-09-05,2017-09-11,"Standard Class","Consumer","United States","Lancaster","Ohio",43130,"East","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets",8.856
2017-09-05,2017-09-11,"Standard Class","Consumer","United States","Lancaster","Ohio",43130,"East","Furniture","Chairs","Global Push Button Manager's Chair, Indigo","Furniture","Chairs","Global Push Button Manager's Chair, Indigo",85.246
2015-09-10,2015-09-16,"Standard Class","Consumer","United States","Gresham","Oregon",97030,"West","Office Supplies","Envelopes","Peel & Seel Envelopes","Office Supplies","Envelopes","Peel & Seel Envelopes",21.728
2015-09-10,2015-09-16,"Standard Class","Consumer","United States","Gresham","Oregon",97030,"West","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",1487.04
2018-09-26,2018-09-26,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",71.88
2018-09-26,2018-09-26,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Furniture","Furnishings","Stackable Trays","Furniture","Furnishings","Stackable Trays",9.24
2018-09-26,2018-09-26,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Paper","Xerox 1895","Office Supplies","Paper","Xerox 1895",35.88
2018-09-26,2018-09-26,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Binders","Wilson Jones Hanging View Binder, White, 1""","Office Supplies","Binders","Wilson Jones Hanging View Binder, White, 1""",17.04
2018-09-26,2018-09-26,"Same Day","Corporate","United States","San Francisco","California",94109,"West","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine","Office Supplies","Binders","Fellowes PB300 Plastic Comb Binding Machine",931.176
2017-06-17,2017-06-19,"First Class","Consumer","United States","Longmont","Colorado",80501,"West","Furniture","Furnishings","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","Furniture","Furnishings","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.352
2017-06-17,2017-06-19,"First Class","Consumer","United States","Longmont","Colorado",80501,"West","Furniture","Chairs","Global Manager's Adjustable Task Chair, Storm","Furniture","Chairs","Global Manager's Adjustable Task Chair, Storm",483.136
2018-02-25,2018-03-01,"Standard Class","Consumer","United States","Greenville","North Carolina",27834,"South","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",196.784
2018-02-25,2018-03-01,"Standard Class","Consumer","United States","Greenville","North Carolina",27834,"South","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92
2018-03-31,2018-04-07,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","Supplies","Acme Tagit Stainless Steel Antibacterial Scissors",29.7
2018-12-03,2018-12-08,"Standard Class","Consumer","United States","Houston","Texas",77041,"Central","Furniture","Furnishings","Tensor Brushed Steel Torchiere Floor Lamp","Furniture","Furnishings","Tensor Brushed Steel Torchiere Floor Lamp",13.592
2017-02-19,2017-02-22,"Second Class","Consumer","United States","San Francisco","California",94109,"West","Office Supplies","Paper","Xerox 1880","Office Supplies","Paper","Xerox 1880",70.88
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Office Supplies","Storage","Letter Size Cart","Office Supplies","Storage","Letter Size Cart",114.288
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Office Supplies","Binders","Aluminum Screw Posts","Office Supplies","Binders","Aluminum Screw Posts",36.624
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Furniture","Bookcases","Hon 4-Shelf Metal Bookcases","Furniture","Bookcases","Hon 4-Shelf Metal Bookcases",242.352
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Technology","Phones","Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","Technology","Phones","Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black",49.616
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Furniture","Furnishings","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","Furniture","Furnishings","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",508.704
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Technology","Phones","Macally Suction Cup Mount","Technology","Phones","Macally Suction Cup Mount",57.36
2018-12-02,2018-12-06,"Standard Class","Corporate","United States","Denver","Colorado",80219,"West","Furniture","Chairs","Hon GuestStacker Chair","Furniture","Chairs","Hon GuestStacker Chair",906.68
2015-10-10,2015-10-15,"Standard Class","Corporate","United States","Huntsville","Texas",77340,"Central","Technology","Phones","Motorola Droid Maxx","Technology","Phones","Motorola Droid Maxx",719.952
2015-10-10,2015-10-15,"Standard Class","Corporate","United States","Huntsville","Texas",77340,"Central","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System",755.944
2015-10-10,2015-10-15,"Standard Class","Corporate","United States","Huntsville","Texas",77340,"Central","Office Supplies","Binders","GBC Personal VeloBind Strips","Office Supplies","Binders","GBC Personal VeloBind Strips",11.98
2015-10-10,2015-10-15,"Standard Class","Corporate","United States","Huntsville","Texas",77340,"Central","Office Supplies","Binders","Avery Non-Stick Binders","Office Supplies","Binders","Avery Non-Stick Binders",0.898
2017-09-05,2017-09-07,"First Class","Corporate","United States","Houston","Texas",77036,"Central","Furniture","Furnishings","Executive Impressions 12"" Wall Clock","Furniture","Furnishings","Executive Impressions 12"" Wall Clock",21.204
2015-11-20,2015-11-25,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Envelopes","Peel & Seel Recycled Catalog Envelopes, Brown","Office Supplies","Envelopes","Peel & Seel Recycled Catalog Envelopes, Brown",34.74
2015-11-20,2015-11-25,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Technology","Phones","Toshiba IPT2010-SD IP Telephone","Technology","Phones","Toshiba IPT2010-SD IP Telephone",833.94
2015-11-20,2015-11-25,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Binders","3M Organizer Strips","Office Supplies","Binders","3M Organizer Strips",12.96
2015-11-20,2015-11-25,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Paper","Xerox 2000","Office Supplies","Paper","Xerox 2000",25.92
2015-05-10,2015-05-14,"Second Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Furniture","Bookcases","Bestar Classic Bookcase","Furniture","Bookcases","Bestar Classic Bookcase",349.965
2015-05-10,2015-05-14,"Second Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Office Supplies","Art","DIXON Ticonderoga Erasable Checking Pencils","Office Supplies","Art","DIXON Ticonderoga Erasable Checking Pencils",22.32
2018-11-27,2018-12-02,"Standard Class","Corporate","United States","Columbus","Indiana",47201,"Central","Office Supplies","Paper","Xerox 1909","Office Supplies","Paper","Xerox 1909",158.28
2018-11-27,2018-12-02,"Standard Class","Corporate","United States","Columbus","Indiana",47201,"Central","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",497.94
2015-11-01,2015-11-05,"Standard Class","Consumer","United States","Long Beach","New York",11561,"East","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center",533.94
2015-11-01,2015-11-05,"Standard Class","Consumer","United States","Long Beach","New York",11561,"East","Office Supplies","Paper","Xerox 1934","Office Supplies","Paper","Xerox 1934",167.94
2015-11-01,2015-11-05,"Standard Class","Consumer","United States","Long Beach","New York",11561,"East","Furniture","Furnishings","Master Big Foot Doorstop, Beige","Furniture","Furnishings","Master Big Foot Doorstop, Beige",31.68
2017-12-30,2018-01-01,"First Class","Consumer","United States","Lancaster","Pennsylvania",17602,"East","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",170.786
2017-09-03,2017-09-07,"Standard Class","Consumer","United States","Chicago","Illinois",60610,"Central","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744
2018-10-05,2018-10-07,"First Class","Home Office","United States","Denver","Colorado",80219,"West","Technology","Accessories","Logitech MX Performance Wireless Mouse","Technology","Accessories","Logitech MX Performance Wireless Mouse",63.824
2017-01-30,2017-02-01,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Furniture","Chairs","Global Deluxe High-Back Office Chair in Storm","Furniture","Chairs","Global Deluxe High-Back Office Chair in Storm",435.168
2017-01-30,2017-02-01,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",48.58
2018-04-21,2018-04-23,"First Class","Corporate","United States","Houston","Texas",77070,"Central","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",47.976
2018-04-21,2018-04-23,"First Class","Corporate","United States","Houston","Texas",77070,"Central","Office Supplies","Paper","Xerox 230","Office Supplies","Paper","Xerox 230",20.736
2015-12-05,2015-12-10,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Art","Prang Colored Pencils","Office Supplies","Art","Prang Colored Pencils",26.46
2015-12-05,2015-12-10,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Paper","Xerox 1933","Office Supplies","Paper","Xerox 1933",49.12
2015-12-05,2015-12-10,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Fasteners","Advantus Plastic Paper Clips","Office Supplies","Fasteners","Advantus Plastic Paper Clips",15
2015-10-21,2015-10-26,"Standard Class","Corporate","United States","Newport News","Virginia",23602,"South","Office Supplies","Storage","Eldon Base for stackable storage shelf, platinum","Office Supplies","Storage","Eldon Base for stackable storage shelf, platinum",194.7
2015-10-21,2015-10-26,"Standard Class","Corporate","United States","Newport News","Virginia",23602,"South","Furniture","Tables","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon 2111 Invitation Series Straight Table",591.32
2015-10-21,2015-10-26,"Standard Class","Corporate","United States","Newport News","Virginia",23602,"South","Office Supplies","Art","SANFORD Liquid Accent Tank-Style Highlighters","Office Supplies","Art","SANFORD Liquid Accent Tank-Style Highlighters",2.84
2016-12-08,2016-12-12,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Office Supplies","Storage","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","Office Supplies","Storage","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96
2016-12-08,2016-12-12,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Technology","Accessories","WD My Passport Ultra 500GB Portable External Hard Drive","Technology","Accessories","WD My Passport Ultra 500GB Portable External Hard Drive",236
2015-11-02,2015-11-07,"Second Class","Corporate","United States","Seattle","Washington",98115,"West","Technology","Accessories","Maxell 74 Minute CD-R Spindle, 50/Pack","Technology","Accessories","Maxell 74 Minute CD-R Spindle, 50/Pack",41.94
2015-11-02,2015-11-07,"Second Class","Corporate","United States","Seattle","Washington",98115,"West","Technology","Phones","Samsung Rugby III","Technology","Phones","Samsung Rugby III",52.792
2017-12-18,2017-12-21,"First Class","Home Office","United States","Omaha","Nebraska",68104,"Central","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs",563.94
2016-11-23,2016-11-27,"Second Class","Consumer","United States","Morristown","New Jersey",7960,"East","Office Supplies","Appliances","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","Office Supplies","Appliances","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12
2016-11-23,2016-11-27,"Second Class","Consumer","United States","Morristown","New Jersey",7960,"East","Office Supplies","Art","Newell 315","Office Supplies","Art","Newell 315",17.94
2016-08-13,2016-08-16,"First Class","Consumer","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Storage","Fellowes High-Stak Drawer Files","Office Supplies","Storage","Fellowes High-Stak Drawer Files",422.856
2016-04-16,2016-04-21,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Furniture","Chairs","Novimex Turbo Task Chair","Furniture","Chairs","Novimex Turbo Task Chair",127.764
2015-03-21,2015-03-25,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Technology","Phones","Samsung Galaxy S4 Active","Technology","Phones","Samsung Galaxy S4 Active",3499.93
2015-03-21,2015-03-25,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Office Supplies","Labels","Avery 492","Office Supplies","Labels","Avery 492",14.4
2015-03-21,2015-03-25,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Office Supplies","Paper","Xerox 1919","Office Supplies","Paper","Xerox 1919",122.97
2015-03-21,2015-03-25,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Office Supplies","Art","American Pencil","Office Supplies","Art","American Pencil",9.32
2015-03-21,2015-03-25,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Office Supplies","Binders","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94
2018-11-16,2018-11-22,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Furniture","Furnishings","DAX Cubicle Frames - 8x10","Furniture","Furnishings","DAX Cubicle Frames - 8x10",17.31
2016-09-25,2016-09-29,"Standard Class","Consumer","United States","Rockford","Illinois",61107,"Central","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener",128.744
2017-09-05,2017-09-09,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Furniture","Furnishings","6"" Cubicle Wall Clock, Black","Furniture","Furnishings","6"" Cubicle Wall Clock, Black",58.248
2017-09-05,2017-09-09,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Furniture","Chairs","Global Task Chair, Black","Furniture","Chairs","Global Task Chair, Black",71.246
2017-09-05,2017-09-09,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Office Supplies","Art","Newell 329","Office Supplies","Art","Newell 329",7.872
2017-09-05,2017-09-09,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Furniture","Chairs","Global Comet Stacking Arm Chair","Furniture","Chairs","Global Comet Stacking Arm Chair",887.271
2018-04-20,2018-04-24,"Standard Class","Consumer","United States","Detroit","Michigan",48234,"Central","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",146.86
2018-04-20,2018-04-24,"Standard Class","Consumer","United States","Detroit","Michigan",48234,"Central","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",36.56
2016-06-15,2016-06-19,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Technology","Phones","Jabra SPEAK 410","Technology","Phones","Jabra SPEAK 410",225.576
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Office Supplies","Art","Newell 313","Office Supplies","Art","Newell 313",5.248
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Office Supplies","Art","Boston 16701 Slimline Battery Pencil Sharpener","Office Supplies","Art","Boston 16701 Slimline Battery Pencil Sharpener",38.256
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Office Supplies","Paper","Riverleaf Stik-Withit Designer Note Cubes","Office Supplies","Paper","Riverleaf Stik-Withit Designer Note Cubes",40.24
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Technology","Machines","Plantronics Single Ear Headset","Technology","Machines","Plantronics Single Ear Headset",29.925
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Office Supplies","Paper","Xerox 1960","Office Supplies","Paper","Xerox 1960",148.704
2015-09-17,2015-09-22,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",55.92
2017-07-08,2017-07-12,"Standard Class","Corporate","United States","Providence","Rhode Island",2908,"East","Office Supplies","Paper","Xerox 213","Office Supplies","Paper","Xerox 213",12.96
2017-05-27,2017-05-31,"Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Furniture","Furnishings","36X48 HARDFLOOR CHAIRMAT","Furniture","Furnishings","36X48 HARDFLOOR CHAIRMAT",25.176
2017-05-27,2017-05-31,"Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Furniture","Furnishings","G.E. Halogen Desk Lamp Bulbs","Furniture","Furnishings","G.E. Halogen Desk Lamp Bulbs",5.584
2017-05-27,2017-05-31,"Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Storage","Standard Rollaway File with Lock","Office Supplies","Storage","Standard Rollaway File with Lock",1297.368
2018-12-24,2018-12-27,"First Class","Consumer","United States","Dallas","Texas",75220,"Central","Office Supplies","Storage","Economy Rollaway Files","Office Supplies","Storage","Economy Rollaway Files",264.32
2018-05-03,2018-05-07,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Paper","Xerox 2","Office Supplies","Paper","Xerox 2",25.92
2018-05-03,2018-05-07,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Office Supplies","Art","Newell 350","Office Supplies","Art","Newell 350",22.96
2015-02-22,2015-02-24,"First Class","Consumer","United States","Moreno Valley","California",92553,"West","Office Supplies","Paper","Xerox 220","Office Supplies","Paper","Xerox 220",19.44
2016-02-08,2016-02-11,"First Class","Consumer","United States","Garden City","Kansas",67846,"Central","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9.54
2016-02-08,2016-02-11,"First Class","Consumer","United States","Garden City","Kansas",67846,"Central","Office Supplies","Fasteners","Advantus Push Pins, Aluminum Head","Office Supplies","Fasteners","Advantus Push Pins, Aluminum Head",5.81
2016-02-08,2016-02-11,"First Class","Consumer","United States","Garden City","Kansas",67846,"Central","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box",5.76
2016-08-24,2016-08-28,"Second Class","Consumer","United States","New York City","New York",10035,"East","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back",14.91
2015-11-30,2015-12-04,"Standard Class","Corporate","United States","Orlando","Florida",32839,"South","Office Supplies","Binders","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","Office Supplies","Binders","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6.642
2017-12-10,2017-12-16,"Standard Class","Consumer","United States","Watertown","New York",13601,"East","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54
2017-12-10,2017-12-16,"Standard Class","Consumer","United States","Watertown","New York",13601,"East","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine",679.96
2018-10-27,2018-10-29,"First Class","Corporate","United States","Los Angeles","California",90032,"West","Furniture","Tables","Chromcraft Rectangular Conference Tables","Furniture","Tables","Chromcraft Rectangular Conference Tables",189.576
2018-10-27,2018-10-29,"First Class","Corporate","United States","Los Angeles","California",90032,"West","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable",71.96
2015-11-25,2015-11-29,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone","Technology","Phones","Logitech Mobile Speakerphone P710e - speaker phone",539.92
2015-11-25,2015-11-29,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Furniture","Chairs","Hon GuestStacker Chair","Furniture","Chairs","Hon GuestStacker Chair",725.344
2015-11-25,2015-11-29,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Art","Staples in misc. colors","Office Supplies","Art","Staples in misc. colors",7.44
2015-07-14,2015-07-20,"Standard Class","Home Office","United States","Newark","Delaware",19711,"East","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster II",39.48
2016-05-23,2016-05-27,"Second Class","Home Office","United States","Detroit","Michigan",48234,"Central","Office Supplies","Appliances","Harmony Air Purifier","Office Supplies","Appliances","Harmony Air Purifier",850.5
2016-05-23,2016-05-27,"Second Class","Home Office","United States","Detroit","Michigan",48234,"Central","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps",75.33
2016-11-21,2016-11-23,"Second Class","Corporate","United States","Phoenix","Arizona",85023,"West","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip","Office Supplies","Appliances","Fellowes Command Center 5-outlet power strip",325.632
2016-11-21,2016-11-23,"Second Class","Corporate","United States","Phoenix","Arizona",85023,"West","Technology","Accessories","Belkin Standard 104 key USB Keyboard","Technology","Accessories","Belkin Standard 104 key USB Keyboard",23.344
2016-11-21,2016-11-23,"Second Class","Corporate","United States","Phoenix","Arizona",85023,"West","Office Supplies","Labels","Avery 506","Office Supplies","Labels","Avery 506",16.52
